orbital_period,transit_duration,planet_radius,transit_depth,stellar_radius,stellar_temp,label,radius_ratio,depth_per_duration,orbital_period_log,planet_radius_log,transit_depth_log,label_encoded
2.252417903,1.9767,27.09,32296.0,0.544,3979.0,false_positive,49.79779411764706,16338.341680578744,1.1793986898868811,3.335413641116152,10.382729625640236,4
26.89316101,2.3266,6.78,2193.2,0.908,6096.0,candidate,7.466960352422907,942.6631135562623,3.328381533689649,2.0515563381903004,7.693572794383391,1
18.8243063,4.397,8.51397,1915.0,1.95,7014.0,candidate,4.366138461538462,435.5242210598135,2.9869087757359445,2.252761244757273,7.557994958530806,1
14.4217699,2.3406411,9.4489967,2348.45658,1.91917,6026.94,candidate,4.923480827649453,1003.3390339082741,2.7357801410556535,2.3465059642322283,7.761939337844331,1
1.3504913,1.586,8.65039,9835.0,0.82,4858.0,candidate,10.549256097560976,6201.1349306431275,0.8546243701350579,2.266998329042022,9.193804403336083,1
1.575631524,2.59202,28.66,25627.0,0.858,6202.0,false_positive,33.4032634032634,9886.883588861196,0.9460947560851695,3.389799336709786,10.151440782758913,4
2.248288213,2.0361,1.25,263.2,0.789,5103.0,confirmed,1.5842839036755385,129.2667354255685,1.178128153892224,0.8109302162163288,5.576706392088225,2
12.12580644,3.289,2.5,327.5,1.238,5500.0,confirmed,2.0193861066235863,99.57433870477348,2.57458024963776,1.252762968495368,5.794536837924666,2
3.42806306,2.417,1.21,178.4,0.914,5559.0,confirmed,1.323851203501094,73.81050889532479,1.4879622559373975,0.7929925155296614,5.1896179496246955,2
15.8283833,3.643,1.8,227.5,1.145,5596.0,candidate,1.572052401746725,62.44853143014,2.8230669429825386,1.0296194171811581,5.43153621033426,1
672.6366236,7.4883769,2.9749826,423.1260918,1.41864,6138.6,candidate,2.0970666271922407,56.504379714114016,6.512690831402619,1.380020370738224,6.050030797342165,1
2.46746,3.227,1.398,1131.0,0.745,4950.0,confirmed,1.876510067114094,350.4803222807561,1.2434223374517765,0.8746350566053225,7.0317412587631285,2
24.4851178,4.642,7.14,263.8,2.995,6655.0,false_positive,2.383973288814691,56.82895303748384,3.2380946661081813,2.096790180014449,5.578974824062853,4
0.648774274,2.643,1.08,231.0,0.729,5026.0,false_positive,1.4814814814814816,87.40068104426788,0.5000321476096983,0.7323678937132266,5.44673737166631,4
5.9605542,2.7022064,2.964673,737.904182,0.943064,5219.54,kp,3.1436604514645876,273.07469259195005,1.9402590976130933,1.3774233800591058,6.6051682535431,5
2.31610674,3.347,0.7,33.6,1.193,6025.0,false_positive,0.5867560771165129,10.038840752913057,1.1987914261397823,0.5306282510621704,3.543853682063679,4
2.4369467,3.969,7.18163,26190.0,0.41,3550.0,candidate,17.51617073170732,6598.639455782313,1.2345834900372388,2.1018913972673903,10.173171119285234,1
0.843379985,1.4474,1.7,343.3,0.856,4818.0,confirmed,1.985981308411215,237.18391598728755,0.6116008348641477,0.9932517730102833,5.841513370344478,2
3.0444485,0.916,9.04276,30036.0,0.47,3413.0,candidate,19.239914893617023,32790.39301310044,1.3973452000532256,2.3068519768837983,10.310185234046838,1
1.1471548,1.403,3.90118,2670.0,0.75,3901.0,false_positive,5.201573333333333,1903.0648610121168,0.7641436169030164,1.5894759924515143,7.890208213109961,4
367.19796,15.92,1.08,146.1,0.889,6054.0,false_positive,1.2148481439820022,9.17713567839196,5.9086207283164915,0.7323678937132266,4.991112627607392,4
1.9261183,1.068842,4.8624405,3853.8831363,0.678984,5383.13,false_positive,7.161347690078117,3605.6621430482705,1.0736767324026464,1.7685659844671624,8.257095970700053,4
0.866346,2.011,1.24,116.4,1.131,6241.0,false_positive,1.0963748894783378,57.88165091994033,0.6239825086018522,0.8064758658669484,4.765586907393996,4
6.7992776,1.58,1.09621,210.0,0.73,4913.8,false_positive,1.5016575342465752,132.91139240506328,2.054031114021861,0.7401309522797234,5.351858133476067,4
7.8173399,3.227,2.16,1131.0,1.01,5800.0,confirmed,2.1386138613861387,350.4803222807561,2.1767202258892278,1.1505720275988207,7.0317412587631285,2
24.614775,2.395,1.28,229.4,0.849,5654.0,false_positive,1.507656065959953,95.78288100208768,3.2431693334369123,0.8241754429663494,5.439816928821736,4
3.853494,3.227,6.957,1131.0,0.744,4459.0,candidate,9.350806451612904,350.4803222807561,1.5796988579480962,2.0740520443953976,7.0317412587631285,1
6.570421193,4.4698,33.99,60118.0,0.908,5812.0,false_positive,37.43392070484582,13449.818783838202,2.0242487056637426,3.5550623063795967,11.004081210328707,4
15.3863,3.227,2.41,1131.0,1.093,5961.0,confirmed,2.2049405306495884,350.4803222807561,2.7964456198640013,1.2267122912954254,7.0317412587631285,2
20.398071,3.227,2.57901435,1131.0,0.777455,5199.0,candidate,3.3172522525419477,350.4803222807561,3.0633007777780192,1.275087441275711,7.0317412587631285,1
2.39984,3.227,1.4,1131.0,0.72,4680.0,confirmed,1.9444444444444444,350.4803222807561,1.2237283716912852,0.8754687373538999,7.0317412587631285,2
40.2,3.227,8.23860081,1131.0,1.278,5050.0,confirmed,6.446479507042253,350.4803222807561,3.7184382563554808,2.2233904466981156,7.0317412587631285,2
0.566804221,4.639,0.85,166.0,0.64,5277.0,false_positive,1.328125,35.78357404613063,0.44903801683195066,0.6151856390902334,5.117993812416755,4
6.8380862,2.445,17.4994,34050.0,0.96,5912.0,candidate,18.22854166666667,13926.38036809816,2.058994697420461,2.917738299125904,10.435614679722034,1
13.81020318,3.048,4.56,1309.7,1.142,5942.0,confirmed,3.9929947460595447,429.6916010498688,2.6953163472943116,1.715598108262491,7.1783166246255,2
2.7161298,3.5299033,14.5541659,14527.4470152,1.18678,5962.0,kp,12.26357530460574,4115.536823685793,1.3126827503738454,2.7443285062824763,9.583863869585773,5
26.0692512,7.487,23.61,831.5,0.91,5585.0,false_positive,25.945054945054945,111.05916922665955,3.2983984416255927,3.2031528644029645,6.724433221854599,4
4.780327581,2.0253,7.14,960.8,1.787,5937.0,candidate,3.995523223279239,474.3988544906927,1.7544603559918186,2.096790180014449,6.868806528843562,1
3.00912491,2.228,1.22,191.4,0.893,5713.0,confirmed,1.366181410974244,85.90664272890484,1.3885729905708477,0.7975071958841881,5.259576538231606,2
3.2687063,3.6398573,15.0466879,9692.5415934,1.40537,6007.22,kp,10.706566882742623,2662.890546121135,1.4513108070956902,2.775502466909871,9.179215127624753,5
10.9776867,3.596,5.76837,860.0,1.0,5708.0,candidate,5.76837,239.15461624026696,2.483045477213664,1.912260289840358,6.7580945044277305,1
2.8411706,1.453,13.1053,4694.0,1.81,5801.0,candidate,7.240497237569061,3230.5574673090155,1.3457771638942204,2.6465506132813035,8.454253391642363,1
6.339069,3.227,3.66,1131.0,0.897,5367.0,confirmed,4.080267558528428,350.4803222807561,1.9932119953445908,1.5390154481375546,7.0317412587631285,2
19.7383992,4.894,1.61,168.1,1.156,5903.0,confirmed,1.392733564013841,34.348181446669386,3.0319870156373794,0.959350221334602,5.130490255904535,2
12.6693786,4.818,2.30678,321.0,1.31,5853.8,candidate,1.7609007633587783,66.62515566625156,2.6151581924970886,1.1959749062348732,5.7745515455444085,1
1.073917869,2.4305,33.01,1926.6,0.959,5962.0,false_positive,34.42127215849843,792.6764040320921,0.7294395087339274,3.526654599019104,7.564030984766178,4
14.313157391,8.90236,34.98,21567.0,2.379,5750.0,false_positive,14.703656998738964,2422.616025413486,2.7287124190405514,3.582963228522387,9.978966013712034,4
1.376384817,1.745,1.47,365.9,0.746,5278.0,false_positive,1.970509383378016,209.68481375358164,0.8655803484031259,0.9042181506398859,5.9050893313612365,4
13.1471808,4.471,9.63171,7691.0,1.18,5670.0,candidate,8.162466101694916,1720.1968239767389,2.6495153674898524,2.363841044891464,8.94793610670867,1
3.411758679,3.158,14.71,570.6,0.561,3995.0,false_positive,26.22103386809269,180.68397720075998,1.484273403385828,2.75429745226753,6.348439446055712,4
66.47762,4.487,1.83,553.5,0.775,5515.0,candidate,2.361290322580645,123.3563628259416,4.211795987346234,1.0402767116551463,6.318066806790422,1
9.2897006,5.3589155,11.4812614,6241.2619064,1.41549,6055.0,kp,8.111156843213305,1164.6501808808143,2.331143453212743,2.5242284315516264,8.739097880681658,5
6.37705295,1.949,2.15,502.8,0.965,5672.0,candidate,2.227979274611399,257.9784504874294,1.9983742295909237,1.1474024528375417,6.22217936391851,1
19.5862903,6.924,19.398,24300.0,1.23,5986.0,candidate,15.770731707317074,3509.532062391681,3.0246253348217067,3.0154368568283263,10.098272780745283,1
4.4096675,2.1418,1.51,132.7,1.166,5836.0,confirmed,1.2950257289879932,61.95723223456905,1.688187630710851,0.9202827531436926,4.895598484107897,2
3.5366051,2.587,13.8209,12660.0,1.19,6026.0,candidate,11.61420168067227,4893.699265558562,1.5121789569994322,2.6960383467689644,9.446281681520253,1
2.56271232,2.163,0.48,29.4,0.899,5190.0,candidate,0.5339265850945495,13.592233009708739,1.2705221424153343,0.3920420877760237,3.414442608412176,1
2.0083269,4.37,4.99539,1680.0,1.28,6656.0,candidate,3.9026484375000003,384.4393592677345,1.1013840770443932,1.7909908405753874,7.427144133408616,1
10.4137997,3.774,10.0431,6720.0,1.2,6079.0,candidate,8.369250000000001,1780.60413354531,2.434823123336041,2.401805798534271,8.812992231969966,1
42.3520039,7.773,6.3,512.6,2.632,6864.0,confirmed,2.3936170212765955,65.9462241090956,3.7693529282250564,1.9878743481543455,6.2414447523757515,2
2.8317721,2.607,17.0328,12860.0,1.48,6084.0,candidate,11.50864864864865,4932.873034138856,1.3433273854799082,2.8921923218856134,9.461954755266087,1
13.6032081,2.592,0.75,180.5,0.511,3780.0,candidate,1.467710371819961,69.63734567901234,2.6812412374532704,0.5596157879354227,5.201255653704905,1
1.337116553,3.227,12.89035,1131.0,0.713,4645.0,confirmed,18.079032258064515,350.4803222807561,0.8489179272271008,2.63119435443295,7.0317412587631285,2
15.65134872,4.1553,118.33,3104.0,3.289,6552.0,false_positive,35.97750076010946,746.9978100257501,2.8124912173499936,4.781892764381564,8.040768994367578,4
9.3911326,4.5117643,14.4792216,6074.3894093,1.76693,5708.0,kp,8.19456435738824,1346.3445795029672,2.340952807832299,2.7394985826595604,8.712001366450709,5
0.9438885,2.592,1.45,35.8,2.297,6947.0,false_positive,0.631258162821071,13.811728395061726,0.6646903484262529,0.8960880245566356,3.6054978451748854,4
15.613426,3.227,3.0,1131.0,1.438,6460.0,confirmed,2.086230876216968,350.4803222807561,2.810211163644649,1.3862943611198906,7.0317412587631285,2
19.07536,3.227,2.14,1131.0,0.64,4761.0,confirmed,3.34375,350.4803222807561,2.999493192424215,1.144222799920162,7.0317412587631285,2
100.8276725,8.39,4.35,1778.8,0.977,5301.0,confirmed,4.452405322415558,212.01430274135873,4.623281899200368,1.6770965609079151,7.4842562774227614,2
0.6227257,1.0110042,6.3159749,565.9410837,2.30849,6390.7,candidate,2.73597672071354,559.78114007835,0.48410726623913286,1.9900602996862111,6.3402553895105145,1
3.9592516,3.269,7.85756,3160.0,1.39,7068.0,candidate,5.652920863309353,966.6564698684613,1.6012548422554587,2.1812713316549535,8.058643712215618,1
0.8062768,1.963,9.05313,660.0,3.37,7311.1,false_positive,2.686388724035608,336.22007131940904,0.5912677101387748,2.307884028802917,6.493753839851686,4
5.407469,2.87,12.0272,13091.0,1.03,5417.0,candidate,11.676893203883495,4561.324041811847,1.857464341164011,2.5670394793265228,9.47975663562107,1
3.6948038,1.203,10.2565,17237.0,0.75,4376.0,candidate,13.675333333333334,14328.345802161262,1.5464563226496557,2.4209457395788916,9.754871528207344,1
11.6235,2.783,20.7208,44708.7,0.89,5518.0,apc,23.281797752808988,16064.92993172835,2.535560156221545,3.078270326799961,10.707945759297218,0
9.1004157,3.227,2.469,1131.0,0.758,5048.0,confirmed,3.2572559366754614,350.4803222807561,2.312576581416071,1.2438663679876125,7.0317412587631285,2
0.844786082,3.5289,35.27,2468.5,0.915,5705.0,false_positive,38.5464480874317,699.5097622488594,0.6123633260549353,3.590990953294811,7.81177097998068,4
51.8098276,6.343,2.6,1025.4,0.826,5191.0,confirmed,3.14769975786925,161.65852120447738,3.9666973021802807,1.2809338454620642,6.933812813301427,2
376.934014,4.28,2.13,382.4,1.034,6074.0,candidate,2.059961315280464,89.34579439252336,5.93471961424358,1.1410330045520618,5.949078830611544,1
25.0823402,6.423,2.26,244.6,1.262,6429.0,confirmed,1.79080824088748,38.0818931963257,3.2612584646279057,1.1817271953786161,5.503704196272987,2
357.41382,3.675,3.01,777.0,1.076,6233.0,candidate,2.7973977695167282,211.42857142857144,5.881688240625205,1.3887912413184778,6.656726524178391,1
6.3962557,2.826,5.10457,2257.0,1.13,5847.0,candidate,4.517318584070797,798.6553432413305,2.0009738856692776,1.8090376710116383,7.722234744709607,1
3.70122061,2.523,1.62,327.4,0.903,5616.0,confirmed,1.7940199335548173,129.76615140705508,1.5478221792540194,0.9631743177730056,5.794232377578273,2
2.5194039,1.113,7.65729,1935.0,1.76,6380.0,apc,4.350732954545454,1738.5444743935311,1.2582916286783437,2.158401740575183,7.568379267836522,0
5.65245733,2.062,1.05,121.0,0.8,5159.0,confirmed,1.3125,58.68089233753638,1.8949863097191102,0.7178397931503169,4.804021044733257,2
327.063,8.06,2.82,1006.0,0.882,5750.0,candidate,3.197278911564626,124.81389578163771,5.793205663111186,1.3402504226184837,6.914730892718563,1
7.785227,3.227,7.72094189,1131.0,1.817689,5084.0,candidate,4.247669370282814,350.4803222807561,2.1730715608043725,2.1657272469959548,7.0317412587631285,1
2.8890956,2.232,12.4627,36105.0,0.59,3643.0,candidate,21.123220338983053,16176.075268817203,1.3581766370262696,2.599922898453865,10.494214335496604,1
8.6000244,3.974,4.55822,1620.0,1.14,5700.8,candidate,3.9984385964912286,407.6497232008052,2.2617656401372273,1.7152779131206055,7.390798521735676,1
1.3677581,1.363,11.144,5840.0,1.37,5355.0,candidate,8.134306569343066,4284.666177549523,0.8619435580874968,2.4968352206532742,8.67265729404031,1
1.070982122,1.255,0.98,43.4,1.433,5717.0,false_positive,0.6838799720865317,34.58167330677291,0.728022949831522,0.6830968447064438,3.7932394694381792,4
5.389491,2.0,14.3807,49190.0,0.67,3493.0,candidate,21.46373134328358,24595.0,1.8546546095047085,2.733113476695879,10.803465958917979,1
0.516278,0.565611,2.442348,20289.210823,0.169,3009.0,false_positive,14.451763313609467,35871.31583897767,0.41625864771732357,1.2361537966879788,9.917893823253804,4
2.99561,3.227,11.99363,1131.0,1.22,6132.0,confirmed,9.830844262295082,350.4803222807561,1.385196258425754,2.564459237372306,7.0317412587631285,2
38.3262237,3.073,2.43,392.1,0.903,5229.0,confirmed,2.691029900332226,127.59518385942077,3.6718915660698617,1.2325602611778486,5.9740640324278145,2
0.987069622,1.0092,2.43,384.8,1.223,6602.0,false_positive,1.9869174161896974,381.29211256440743,0.6866610017077244,1.2325602611778486,5.955319100471629,4
1.4013505,1.562,3.7143,1532.0,0.94,5521.0,false_positive,3.9513829787234047,980.7938540332906,0.8760312874262661,1.5506004427096058,7.334981878871814,4
241.0122,1.19,4.41,216.1,2.909,7843.0,false_positive,1.5159848745273292,181.5966386554622,5.488988138109123,1.6882490928583902,5.380358076884246,4
8.1382222,3.2797025,6.1757682,3852.0299874,0.951985,5414.0,confirmed,6.487253685719838,1174.5059155213012,2.2124658588883475,1.9707098221165986,8.256615127466361,2
7.1123703,2.644,1.85858,497.0,0.91,5595.7,candidate,2.042395604395604,187.97276853252646,2.0933900942290604,1.0503249980365827,6.210600077024653,1
6.18943952,2.3316,0.65,83.2,0.721,5051.0,confirmed,0.9015256588072122,35.683650711957455,1.9726132159823846,0.5007752879124893,4.4331949212482815,2
131.0,3.227,5.51,1131.0,1.4,6199.0,confirmed,3.935714285714286,350.4803222807561,4.882801922586371,1.873339456220478,7.0317412587631285,2
7.5811005,4.457,11.5863,9830.0,1.14,6257.6,candidate,10.163421052631579,2205.519407673323,2.1495621686780875,2.532608920828932,9.193295937366925,1
4.20507412692,3.227,3.32404522,1131.0,0.877822,5086.0,candidate,3.786696186698442,350.4803222807561,1.6496339434487124,1.4641913576316217,7.0317412587631285,1
6.84639884,3.4919,1.9,149.7,1.31,6065.0,candidate,1.450381679389313,42.870643489217905,2.060054680041136,1.0647107369924282,5.01529110563245,1
50.693644,3.227,8.68300668,1131.0,0.792931,5220.0,candidate,10.950519881301148,350.4803222807561,3.945334833917953,2.2703724604979985,7.0317412587631285,1
1.45655,1.51,1.83776,580.0,0.7,4475.0,false_positive,2.625371428571429,384.10596026490066,0.8987579265818489,1.0430150085657004,6.364750756851911,4
8.32801,3.227,2.16480482,1131.0,0.801878,5231.0,confirmed,2.6996685530716644,350.4803222807561,2.2330217016487284,1.1520913854481296,7.0317412587631285,2
5.94228603,2.169,1.23,250.0,0.805,4891.0,confirmed,1.527950310559006,115.26048870447211,1.9376311194141753,0.8020015854720274,5.5254529391317835,2
2.3170053,1.122279,4.4811227,1719.0971731,1.0432,5542.0,candidate,4.295554735429448,1531.7912685704712,1.1990623577930026,1.7013099522392419,7.4501360642000325,1
11.87290814,2.5342,2.25,332.7,1.04,6147.0,confirmed,2.1634615384615383,131.28403440928105,2.5551249587862714,1.1786549963416462,5.810242385757328,2
59.6222627,6.888,3.63,993.4,0.997,6108.0,confirmed,3.6409227683049146,144.2218350754936,4.104662196898088,1.5325568680981427,6.902139540196502,2
40.9905002,7.336,2.41,297.3,1.41,5842.0,confirmed,1.7092198581560285,40.526172300981465,3.737443406985236,1.2267122912954254,5.698099691520703,2
30.7864669,3.466,23.8125,8750.0,2.05,6101.8,apc,11.615853658536587,2524.523946912868,3.459040630023477,3.211347558447409,9.076923258535832,0
5.06092282,2.586,0.98,71.6,0.911,5637.0,candidate,1.0757409440175631,27.687548337200308,1.8018620690157732,0.6830968447064438,4.28496492183075,1
2.1654694,3.408,13.5615,4990.0,1.86,5830.0,apc,7.291129032258064,1464.2018779342723,1.1523013542360034,2.6783810594401625,8.515391569469609,0
18.79418506,3.2906,2.33,1529.0,0.602,4126.0,confirmed,3.870431893687708,464.6569014769343,2.985388210728562,1.2029723039923526,7.333023014386481,2
0.959641,3.227,1.7,1131.0,0.872,5261.0,confirmed,1.9495412844036697,350.4803222807561,0.6727612932006802,0.9932517730102833,7.0317412587631285,2
3.728732147,2.683,6.02,5226.5,0.809,5497.0,confirmed,7.441285537700864,1948.0059634737236,1.5536571215416388,1.9487632180377197,8.56168843130279,2
14.5565618,4.554,1.08,103.8,1.061,6065.0,confirmed,1.0179076343072575,22.7931488801054,2.744482530323819,0.7323678937132266,4.6520537718869415,2
1.6831237,1.382,10.0219,2192.0,2.0,6264.0,candidate,5.01095,1586.1070911722143,0.9869816754869036,2.399884202656322,7.693025748417888,1
1.2730965,1.48,1.57925,414.0,0.77,5024.0,confirmed,2.050974025974026,279.72972972972974,0.8211429988746335,0.9474986589983483,6.028278520230698,2
23.899634407,3.81881,44.04,20953.0,0.924,6192.0,false_positive,47.662337662337656,5486.7877689646775,3.2148531209130744,3.807550983831435,9.950084837912911,4
272.0868353,2.7145,5.95,5572.0,0.791,5587.0,candidate,7.522123893805309,2052.6800515748755,5.609789822630848,1.9387416595767009,8.625688787569537,1
6.673117,3.227,2.46610713,1131.0,0.762201,4937.0,confirmed,3.235507602325371,350.4803222807561,2.03772292135244,1.2430320996443673,7.0317412587631285,2
3.5424466,2.2308179,3.8362277,1923.8270395,0.853329,5058.0,candidate,4.495602165167245,862.3864097109854,1.5134657655779242,1.5761350160113579,7.562591393074777,1
2.6796,2.771,11.8862,7590.0,1.32,5938.0,false_positive,9.004696969696969,2739.0833634067126,1.3028040506208651,2.556156971316167,8.934718614016768,4
2.5543095,2.239,13.5543,18680.0,0.95,5990.0,candidate,14.267684210526316,8343.010272443056,1.2681608109154598,2.677886482602379,9.835262243540562,1
5.185761,3.227,7.5,1131.0,0.68,4551.0,confirmed,11.029411764705882,350.4803222807561,1.8222500378876634,2.1400661634962708,7.0317412587631285,2
